Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,,
N?  2226374-A/2226374/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",264,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2226375-A/2226375/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",265,0,1,presença em 100 mL,0,18/09/2019,18/09/2019,1,,
N?  2228575-A/2228575/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",266,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2228576-A/2228576/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",267,0,0,ausência em 100 mL,0,25/09/2019,25/09/2019,0,,
N?  2229910-A/2229910/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",268,0,0,ausência em 100 mL,0,30/09/2019,30/09/2019,0,,
N?  2222054-A/2222054/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,153221,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",269,0,0,ausência em 100 mL,0,02/09/2019,02/09/2019,0,,
N?  2224136-A/2224136/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,187526,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",271,0,0,ausência em 100 mL,0,09/09/2019,09/09/2019,0,,
N?  2225336-A/2225336/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,153221,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",272,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226384-A/2226384/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,35796,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",273,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2226386-A/2226386/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,187526,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",274,0,1,presença em 100 mL,0,18/09/2019,18/09/2019,1,,
N?  2228579-A/2228579/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,153221,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",275,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2228580-A/2228580/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,35796,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",276,0,0,ausência em 100 mL,0,25/09/2019,25/09/2019,0,,
N?  2229913-A/2229913/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,187526,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",277,0,0,ausência em 100 mL,0,30/09/2019,30/09/2019,0,,
N?  2222700-A/2222700/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Garapas,ITAPIPOCA,34377,ETA - I,UNBCL-ITAPIPOCA - ETA I,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",278,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2224144-A/2224144/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Garapas,ITAPIPOCA,34377,ETA - I,UNBCL-ITAPIPOCA - ETA I,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",279,0,0,ausência em 100 mL,0,09/09/2019,09/09/2019,0,,
N?  2225343-A/2225343/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Garapas,ITAPIPOCA,34377,ETA - I,UNBCL-ITAPIPOCA - ETA I,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",280,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226587-A/2226587/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Garapas,ITAPIPOCA,34377,ETA - I,UNBCL-ITAPIPOCA - ETA I,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",282,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2226588-A/2226588/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Garapas,ITAPIPOCA,34377,ETA - I,UNBCL-ITAPIPOCA - ETA I,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",283,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2222412-A/2222412/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",287,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2224146-A/2224146/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",288,0,0,ausência em 100 mL,0,10/09/2019,10/09/2019,0,,
N?  2225351-A/2225351/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",289,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2225357-A/2225357/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",290,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226592-A/2226592/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",291,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2226593-A/2226593/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",292,0,1,presença em 100 mL,0,18/09/2019,18/09/2019,1,,
N?  2228585-A/2228585/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",293,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2228586-A/2228586/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,"Açude Poço Verde, Açude Quandú, Açude Gameleira",ITAPIPOCA,34374,ETA II,UNBCL-ITAPIPOCA - ETA II,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",294,0,0,ausência em 100 mL,0,25/09/2019,25/09/2019,0,,
N?  2222082-A/2222082/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",296,0,0,ausência em 100 mL,0,02/09/2019,02/09/2019,0,,
N?  2222417-A/2222417/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",297,0,0,ausência em 100 mL,0,04/09/2019,04/09/2019,0,,
N?  2224317-A/2224317/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",298,0,0,ausência em 100 mL,0,09/09/2019,09/09/2019,0,,
N?  2225396-A/2225396/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",299,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226607-A/2226607/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",300,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2228596-A/2228596/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",302,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2228597-A/2228597/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",303,0,0,ausência em 100 mL,0,25/09/2019,25/09/2019,0,,
N?  2229934-A/2229934/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,ITAREMA,35798,Estação de Tratamento de Água,UNBCL-ITAREMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",304,0,0,ausência em 100 mL,0,30/09/2019,30/09/2019,0,,
N?  2222086-A/2222086/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,187523,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",305,0,0,ausência em 100 mL,0,02/09/2019,02/09/2019,0,,
N?  2222430-A/2222430/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,153481,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",306,0,0,ausência em 100 mL,0,04/09/2019,04/09/2019,0,,
N?  2224365-A/2224365/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,187523,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",307,0,0,ausência em 100 mL,0,09/09/2019,09/09/2019,0,,
N?  2225413-A/2225413/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,153481,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",308,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226620-A/2226620/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,187523,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",309,0,0,ausência em 100 mL,0,16/09/2019,17/09/2019,0,,
N?  2226621-A/2226621/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,153481,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",310,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2230022-A/2230022/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,187523,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",311,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2229982-A/2229982/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,153481,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",312,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229983-A/2229983/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Poço Verde,LAGOA DA CRUZ,187523,Estação de Tratamento de Água,LAGOA DA CRUZ,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",313,0,1,presença em 100 mL,0,30/09/2019,30/09/2019,1,,
N?  2222166-A/2222166/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",314,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222559-A/2222559/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",315,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2225585-A/2225585/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",316,0,0,ausência em 100 mL,0,10/09/2019,10/09/2019,0,,
N?  2225587-A/2225587/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",317,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2227050-A/2227050/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",318,0,0,ausência em 100 mL,0,17/09/2019,17/09/2019,0,,
N?  2227051-A/2227051/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",319,0,0,ausência em 100 mL,0,19/09/2019,19/09/2019,0,,
N?  2229615-A/2229615/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",320,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229617-A/2229617/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",321,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2222089-A/2222089/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",322,0,0,ausência em 100 mL,0,02/09/2019,02/09/2019,0,,
N?  2222090-A/2222090/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",323,0,0,ausência em 100 mL,0,04/09/2019,04/09/2019,0,,
N?  2224373-A/2224373/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",324,0,0,ausência em 100 mL,0,09/09/2019,09/09/2019,0,,
N?  2225417-A/2225417/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",325,0,0,ausência em 100 mL,0,11/09/2019,11/09/2019,0,,
N?  2226627-A/2226627/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",326,0,0,ausência em 100 mL,0,16/09/2019,16/09/2019,0,,
N?  2226629-A/2226629/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",327,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228658-A/2228658/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",328,0,0,ausência em 100 mL,0,23/09/2019,23/09/2019,0,,
N?  2228660-A/2228660/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",329,0,0,ausência em 100 mL,0,25/09/2019,25/09/2019,0,,
N?  2229953-A/2229953/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",330,0,0,ausência em 100 mL,0,30/09/2019,30/09/2019,0,,
N?  2222173-A/2222173/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",331,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222565-A/2222565/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",332,0,0,ausência em 100 mL,0,04/09/2019,04/09/2019,0,,
N?  2225595-A/2225595/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",333,0,0,ausência em 100 mL,0,09/09/2019,10/09/2019,0,,
N?  2225599-A/2225599/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",334,0,0,ausência em 100 mL,0,11/09/2019,12/09/2019,0,,
N?  2227064-A/2227064/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",335,0,0,ausência em 100 mL,0,16/09/2019,17/09/2019,0,,
N?  2227067-A/2227067/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",336,0,0,ausência em 100 mL,0,18/09/2019,19/09/2019,0,,
N?  2229634-A/2229634/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",337,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229636-A/2229636/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",338,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2222179-A/2222179/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",339,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222571-A/2222571/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",340,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2225622-A/2225622/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",341,0,1,presença em 100 mL,0,10/09/2019,10/09/2019,1,,
N?  2225631-A/2225631/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",342,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2227334-A/2227334/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Torneira de entrada,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",343,0,0,ausência em 100 mL,0,17/09/2019,17/09/2019,0,,
N?  2229640-A/2229640/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",344,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2222203-A/2222203/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",347,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222573-A/2222573/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",348,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
