Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,
N?  2164342-A/2164342/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230715,Buriti,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2164138-A/2164138/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2150523-A/2150523/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2164343-A/2164343/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230690,"Rua 1º de Maio, SMS 35",UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2152700-A/2152700/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230690,"Rua 1º de Maio, SMS 35",UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2184993-A/2184993/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,GUARACIABA DO NORTE,188884,Localidade Descoberta dos Britos,SISAR - GUARACIABA DO NORTE,SISAR - Sistemas Integrados de Abastecimento Rural,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,25/04/2019,25/04/2019,0,
N?  2164142-A/2164142/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2163968-A/2163968/UN-BSI,UN-BSI,Água Bruta Classe 2,Completa,Captação,Açude Jaburu,TIANGUA,137761,ETA JABURU,UNBSI - TIANGUÁ,UNBSI  - Tianguá,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,"2419,6","2,4E3 NMP/100 mL",1000000,11/02/2019,11/02/2019,0,
N?  2152951-A/2152951/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2164411-A/2164411/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2164966-A/2164966/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44394,R.  MANOEL LEITAO VERAS,UNBSI - CARNAUBAL,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2153199-A/2153199/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,GUARACIABA DO NORTE,292662,"Rua Prefeito Meton Silvano, Bairro Santa Luzia",UNBSI - GUARACIABA DO NORTE,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2152702-A/2152702/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230687,Av. São Vicente,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2176989-A/2176989/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,CROATA,190808,Localidade São Francisco,SISAR,Sistema Integrado de Saneamento Rural - SISAR,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,03/04/2019,03/04/2019,0,
N?  2152955-A/2152955/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2155129-A/2155129/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230686,"Rua Antônio Lindolfo Gomes, Nº 18",UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164967-A/2164967/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230701,Rua Coronel Jacob Ribeiro,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2164412-A/2164412/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2153204-A/2153204/UN-BSI,UN-BSI,Água Bruta Classe 2,Completa,Captação,Açude Jaburu,TIANGUA,137761,ETA JABURU,UNBSI - TIANGUÁ,UNBSI  - Tianguá,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",13,0,"2419,6","2,4E3 NMP/100 mL",1000000,14/01/2019,14/01/2019,0,
N?  2164413-A/2164413/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2164969-A/2164969/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230704,Rua Major Felinto,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2155130-A/2155130/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44199,AV. PAULO SARASATE,UNBSI - CARNAUBAL,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2152957-A/2152957/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2155131-A/2155131/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44382,R.  MAJOR FELINTO,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2165810-A/2165810/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Rede de Distribuição,Poço,GUARACIABA DO NORTE,188884,LOCALIDADE DESCOBERTA DOS BRITOS,SISAR - GUARACIABA DO NORTE,SISAR - Sistemas Integrados de Abastecimento Rural,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,25/02/2019,26/02/2019,0,
N?  2152959-A/2152959/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164973-A/2164973/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44384,R.  DEP. VICENTE RIBEIRO,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2164414-A/2164414/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2161474-A/2161474/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187381,AÇÃO SOCIAL - Rua João Otaviano,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150799-A/2150799/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187423,R ANTONINO SATURNINO,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2152961-A/2152961/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2165457-A/2165457/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2165459-A/2165459/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2152963-A/2152963/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2161475-A/2161475/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46993,R. AMBRÓSIO MATEUS,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2150800-A/2150800/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,47845,R. Santo Expedito,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164097-A/2164097/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA PT 07,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2161477-A/2161477/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187402,Rua Vitorino Ribeiro (Secretaria de Saúde),UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2150802-A/2150802/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187398,Rua do Matadouro,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2155897-A/2155897/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2150856-A/2150856/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187396,Rua São Roque,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2164099-A/2164099/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2169507-A/2169507/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,CROATA,190804,Localidade Repartição,SISAR,SISAR - Sistemas Integrados de Abastecimento Rural,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,20/02/2019,21/02/2019,0,
N?  2161479-A/2161479/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,47845,R. Santo Expedito,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2155899-A/2155899/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2163598-A/2163598/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46997,R. JOÃO OTAVIANO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2152348-A/2152348/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187418,AV PARQUE NORTE vs R GINOCA MELO,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2164101-A/2164101/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2155901-A/2155901/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2164104-A/2164104/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2155903-A/2155903/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2163675-A/2163675/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46959,R. DO MATADOURO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2152349-A/2152349/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187390,Rua Princesa Isabel - Creche Paraíso da Criança,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164344-A/2164344/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187423,R ANTONINO SATURNINO vs  R LUIZ DE PINHO,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2150656-A/2150656/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,02/01/2019,03/01/2019,0,
N?  2152350-A/2152350/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46997,R. JOÃO OTAVIANO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164107-A/2164107/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2164109-A/2164109/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2164345-A/2164345/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46936,R. MANOEL BRAGA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2150660-A/2150660/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,02/01/2019,03/01/2019,0,
N?  2152682-A/2152682/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187392,R Ginoca Melo - Escola Pequeno Principe,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2164111-A/2164111/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2155135-A/2155135/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46953,R. MARCOS MINEIRO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164962-A/2164962/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187420,AV TIRADENTES vs R ANDRÉ TOMÁS,UNBSI - CROATÁ,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2150664-A/2150664/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2150669-A/2150669/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2155136-A/2155136/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46995,R. ANTONIO SATURNINO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2164964-A/2164964/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46995,R. ANTONIO SATURNINO vs R. LUIZ DE PINHO,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2164112-A/2164112/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2151205-A/2151205/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47308,JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2164114-A/2164114/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2162052-A/2162052/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47327,AV. JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150674-A/2150674/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164117-A/2164117/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2162053-A/2162053/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,46704,AV JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2151208-A/2151208/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47315,R. DO COLÉGIO,UNBSI - FAVEIRA,UN BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2150676-A/2150676/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
